1, 10126.375000000002
2, 10132.1875
3, 10107.625
4, 10105.736607142857
5, 10108.32442084942
6, 10110.587017374515
7, 10112.788872035298
8, 10112.702763030888
9, 10113.271142896141
10, 10112.544028606528
11, 10110.7066926726
12, 10110.659706378456
13, 10109.589728964727
14, 10109.319034038675
15, 10110.078717483715
16, 10111.948797640984
17, 10117.598868367984
18, 10117.417449754948
19, 10119.50074187311
20, 10119.679276208026
21, 10119.541109616108
22, 10119.478634936588
23, 10119.109998634998
24, 10119.209582025205
25, 10118.801198744197
26, 10118.882271519771
27, 10118.873163820384
28, 10118.850907969656
29, 10118.295704246564
30, 10118.41918077168
31, 10118.282491655878
32, 10118.23594827439
33, 10117.900974635222
34, 10117.96638714595
35, 10118.167347513208
36, 10118.299451107927
37, 10118.967033510417
38, 10119.020532628563
39, 10118.549920680822
40, 10118.454029806659
41, 10120.345394933325
42, 10120.342462249728
43, 10120.491474755549
44, 10120.479271816888
45, 10120.277510220958
46, 10120.612057100214
47, 10120.37208425411
48, 10120.19617773691
49, 10120.162489508513
50, 10119.884239718343
51, 10119.787438320358
52, 10119.736580990022
53, 10119.87362663172
54, 10120.13522613854
55, 10120.33640384511
56, 10120.258968062162
57, 10120.358434787888
58, 10120.25225487775
59, 10120.273403100162
60, 10120.260513048494
61, 10120.202963654256
62, 10120.14727069209
63, 10120.165038882164
64, 10120.297876816296
65, 10120.329601788353
66, 10120.182351929607
67, 10120.378635234141
68, 10120.335004785196
69, 10119.851888773816
70, 10119.88971893419
71, 10119.880501683252
72, 10119.803658966637
73, 10119.72843761093
74, 10119.71690467024
75, 10119.672107846067
76, 10119.621159058619
77, 10119.622231066996
78, 10119.4732281046
79, 10119.6444530653
80, 10119.624790259128
81, 10119.546530061925
82, 10119.93417400426
83, 10119.7873767271
84, 10119.804193670823
85, 10119.841791392344
86, 10119.853966944629
87, 10119.80162249699
88, 10119.7937306829
89, 10119.716375179823
90, 10119.688608692319
91, 10119.615107497897
92, 10119.595378068572
93, 10119.581090849199
94, 10119.535015414633
95, 10119.395311651266
96, 10119.344592944371
97, 10119.376877455008
98, 10119.364868501385
99, 10119.227625160742
100, 10119.265348909135
101, 10119.10430585063
102, 10119.397400891308
103, 10119.400554496464
104, 10119.386019250236
105, 10119.39772749181
106, 10119.535484779624
107, 10119.369052891285
108, 10119.248969068216
109, 10119.26962072814
110, 10119.275250438694
111, 10119.182680614922
112, 10119.143661145146
113, 10119.139595210465
114, 10119.121923322655
115, 10119.00884265949
116, 10119.009844015874
117, 10119.006096875322
118, 10119.064156587032
119, 10118.999992005869
120, 10118.973710021206
121, 10118.947631275725
122, 10118.976749052154
123, 10118.979732799698
124, 10119.24602527712
125, 10119.242457074903
126, 10119.263208549364
127, 10119.132527117217
128, 10119.10284591578
129, 10119.060015930214
130, 10119.160653170313
131, 10119.165364045179
132, 10119.115982945015
133, 10119.059659764978
134, 10119.011950861259
135, 10119.173343817843
136, 10119.054422172123
137, 10119.042163616123
138, 10118.994756633398
139, 10118.943985002941
140, 10118.919831538635
141, 10119.04653992691
142, 10119.020055239296
143, 10119.021313594267
144, 10118.95172113875
145, 10118.937275771292
146, 10118.910308129021
147, 10118.780694759824
148, 10118.814608984421
149, 10118.782296172445
150, 10118.776340123888
151, 10118.794377606511
152, 10118.784399976059
153, 10118.801289002704
154, 10118.555826087102
155, 10118.634498176862
156, 10118.515046265471
157, 10118.548389919832
158, 10118.814961291648
159, 10118.716753987926
160, 10118.762274275501
161, 10118.765614186834
162, 10118.713563070454
163, 10118.72759029088
164, 10118.691141569596
165, 10118.673316469174
166, 10118.686472049823
167, 10118.623336631219
168, 10118.587880262383
169, 10118.548898722369
170, 10118.58322646744
171, 10118.570626145576
172, 10118.537148667985
173, 10118.566799061042
174, 10118.496587572186
175, 10118.482840838007
176, 10118.596574696881
177, 10118.644051675996
178, 10118.622268614145
179, 10118.623447746653
180, 10118.625539703617
181, 10118.602194180392
182, 10118.614270036544
183, 10118.919656539076
184, 10118.844006231799
185, 10119.074579171087
186, 10119.068011224877
187, 10119.061154021994
188, 10119.017649760926
189, 10118.966762725155
190, 10118.943668960119
191, 10118.891607866086
192, 10118.996339075116
193, 10119.026409857112
194, 10118.893541765065
195, 10118.764600525243
196, 10118.70259292619
197, 10118.661378410492
198, 10118.885310842761
199, 10118.865786667671
200, 10118.956457734334
201, 10118.727818641128
202, 10118.745540787993
203, 10118.633493789037
204, 10119.054408035168
205, 10119.129752386218
206, 10119.12639193774
207, 10119.13383287846
208, 10119.131586887057
209, 10118.86779938999
210, 10118.817982488132
211, 10118.84088304506
212, 10118.836916615603
213, 10118.794255035247
214, 10118.781197768727
215, 10118.783943028277
216, 10118.698832180922
217, 10118.701244116595
218, 10118.505366850006
219, 10118.465877242734
220, 10118.455805073449
221, 10118.450348941893
222, 10118.428950973688
223, 10118.435675729092
224, 10118.424014361603
225, 10118.4424197084
226, 10118.482055019425
227, 10118.533996306885
228, 10118.312355972206
229, 10118.269419919925
230, 10118.178393456506
231, 10118.138660151499
232, 10118.167619128679
233, 10118.239861106667
234, 10118.22644289681
235, 10118.2303425319
236, 10118.240807182188
237, 10118.248229936695
238, 10118.237383032198
239, 10118.32425590654
240, 10118.33957150693
241, 10118.342608258234
242, 10118.370118141465
243, 10118.422092963929
244, 10118.411346681289
245, 10118.418414070926
246, 10118.41562918988
247, 10118.45983042123
248, 10118.401524653404
249, 10118.3832741241
250, 10118.34153050129
251, 10118.463675798097
252, 10118.459058036993
253, 10118.44690608975
254, 10118.444430797343
255, 10118.281903617744
256, 10118.261271181738
257, 10118.24199655577
258, 10118.238733003227
259, 10118.222970520588
260, 10118.227142527461
261, 10118.160371866436
262, 10118.176553653204
263, 10118.205485822911
264, 10118.156222619036
265, 10118.164078742127
266, 10118.19801256712
267, 10118.236486633292
268, 10118.246798250333
269, 10118.214282271707
270, 10118.19306535324
271, 10118.182020831642
272, 10118.160109807342
273, 10118.13095189596
274, 10118.170391852544
275, 10118.157651033685
276, 10118.114919096475
277, 10118.113393423537
278, 10118.057230137842
279, 10118.070645083582
280, 10118.063590058624
281, 10118.07539561849
282, 10118.092858754595
283, 10118.091352775486
284, 10118.150890265713
285, 10118.147319890511
286, 10118.149718538913
287, 10118.166618474317
288, 10118.167048002466
289, 10118.161370728372
290, 10118.1492700497
291, 10118.161128228223
292, 10118.154868656666
293, 10118.152064781843
294, 10118.209370683946
295, 10118.215189515273
296, 10118.21108414529
297, 10118.20054177443
298, 10118.19473656121
299, 10118.17914658386
300, 10118.198073238105
301, 10118.168179307082
302, 10118.19316641439
303, 10118.19032868145
304, 10118.18929141605
305, 10118.163534176436
306, 10118.156245938386
307, 10118.173652303407
308, 10118.153824427964
309, 10118.145004838969
310, 10117.983246758844
311, 10117.961030769504
312, 10117.957367792096
313, 10117.957503997233
314, 10117.954808478487
315, 10117.955962044645
316, 10117.930784949567
317, 10117.917911810926
318, 10117.944899509634
319, 10117.959701287555
320, 10117.926304493758
321, 10117.929649339572
322, 10117.92089611526
323, 10117.954164754738
324, 10117.948608215847
325, 10117.955785575183
326, 10117.953467214524
327, 10117.850245602247
328, 10117.8549235589
329, 10117.853743446765
330, 10117.858043397755
331, 10117.884965413981
332, 10117.897924855506
333, 10117.896593385833
334, 10117.896086437753
335, 10117.93719264739
336, 10117.919522431179
337, 10117.894167765211
338, 10117.915613591771
339, 10117.690690444499
340, 10117.723070766722
341, 10117.685026570925
342, 10117.692061315136
343, 10117.716282710719
344, 10117.689006695087
345, 10117.738458849593
346, 10117.739107705413
347, 10117.752347548721
348, 10117.738691377604
349, 10117.74115931062
350, 10117.721898855447
351, 10117.699899143608
352, 10117.703024430131
353, 10117.715763737695
354, 10117.72574745595
355, 10117.71726446513
356, 10117.728592373935
357, 10117.722349818265
358, 10117.691401514701
359, 10117.69146525899
360, 10117.628433411048
361, 10117.759656587195
362, 10117.76639786734
363, 10117.767592363576
364, 10117.765917370094
365, 10117.762997048532
366, 10117.72152255751
367, 10117.71633634296
368, 10117.695707711593
369, 10117.71937400893
370, 10117.71178587568
371, 10117.706161115906
372, 10117.704934876347
373, 10117.655681252907
374, 10117.656092596642
375, 10117.660524834568
376, 10117.64812982171
377, 10117.642697116613
378, 10117.879092097784
379, 10117.868857026288
380, 10117.868005967126
381, 10117.877745970805
382, 10117.880005119418
383, 10117.869874557748
384, 10117.861582473706
385, 10117.849326044276
386, 10117.809820018254
387, 10117.765522464373
388, 10117.77704971379
389, 10117.73841976594
390, 10117.805757151154
None
