72457.866,52558.115,-23067.89,91320.698
-6188.447,38493.894,-4050.55,65495.976
53301.937,37691.386,39279.686,79698.57
-27482.072,48227.497,-8092.987,81098.434
69672.191,82792.288,1868.596,80389.736
35303.898,74571.117,-43289.646,82958.563
58581.103,51990.18,-24234.243,79178.312
103692.201,57691.826,16402.902,87211.597
58180.766,92744.742,-218.574,80937.935
-12310.891,57923.781,-2204.727,50342.968
65959.242,51472.811,20306.191,59600.977
38729.685,45163.613,-25438.376,67357.722
-51465.098,46224.788,2585.229,96405.955
101437.156,63324.402,16622.469,87633.244
30683.246,55182.304,-54917.472,78771.498
32403.818,103359.43,-15572.861,81130.068
57351.608,49751.235,18970.712,51379.406
50170.144,42261.231,20458.915,53176.294
-63008.859,60748.433,7727.732,91221.308
32060.575,41099.91,-29858.673,69172.41
75541.246,39703.921,-875.177,85065.611
32429.653,22847.39,-33763.968,91699.267
35239.857,51764.148,21956.568,93969.342
87533.899,52142.107,3057.965,80687.253
25435.667,32057.603,-10438.731,52169.824
-44264.683,57537.594,10760.534,69717.511
35966.673,53307.755,72460.94,79928.176
26954.608,34368.284,15184.643,80573.78
65139.033,45468.423,5139.328,62884.644
57303.279,62244.903,-1261.399,50603.45
50773.209,43248.914,-14145.358,70022.754
44665.811,52292.173,-47966.879,88693.722
55416.319,45808.507,-352.542,58313.467
71133.946,48268.321,-8507.395,79726.298
14917.901,34314.606,-50336.039,94854.854
39530.626,28116.978,4114.014,55652.662
57083.41,85416.782,1707.967,70586.091
-41979.249,53057.707,6645.541,76026.872
76275.307,50350.177,17176.248,67909.994
33505.373,55253.836,-57008.06,83612.966
49218.702,54637.411,68928.216,88318.361
44140.944,64379.741,-15842.432,54157.098
53422.867,68397.097,-39005.019,90618.843
45517.628,68923.103,-9507.984,53742.748
26093.867,55101.761,4390.471,96437.643
31185.315,6454.106,-6033.777,79118.279
53817.268,13495.476,22744.068,87874.183
43938.119,51799.476,14438.678,59459.757
39552.747,13944.441,45509.208,95925.835
24866.532,35938.1,-27342.343,64623.975
60027.773,73528.633,-448.469,63798.733
50426.054,42897.365,52157.335,84494.792
48120.39,14212.132,31444.803,90161.724
34073.95,57480.505,34659.331,96820.946
201993.77,81088.487,13636.611,72638.844
100907.336,53556.743,10655.019,85048.82
-8246.093,52489.119,32180.453,58143.66
58544.206,48227.874,8195.84,50473.586
-9737.979,-116059.621,6353.155,63974.496
64434.303,77304.094,6198.092,65334.145
-12057.725,33657.298,4030.526,68120.771
14295.992,56862.741,-5552.415,97576.956
208094.047,53189.649,-11889.505,97295.632
14661.335,100850.913,4773.709,56607.564
20228.984,42776.213,-26671.785,57417.484
49501.87,20765.317,4872.913,72216.833
24172.26,52895.497,32638.114,59321.387
102879.958,49078.698,7988.109,94166.289
46046.608,47680.77,10673.51,68287.491
67767.705,46985.021,1772.144,67363.636
79163.524,66754.008,3028.59,72682.838
32945.931,21355.337,-132.807,60076.86
102387.035,49613.999,6778.24,94347.92
73068.612,44741.544,17954.29,71089.679
62685.502,43674.372,-25591.435,92955.715
10499.673,49097.328,-18153.979,52307.987
25539.834,15564.242,-515.941,58844.852
40312.804,17876.611,26282.702,73527.429
-29685.733,44624.648,-428.728,79240.937
7517.538,7386.66,6999.888,71846.784
112743.335,54497.571,15122.882,98177.138
-9726.902,47280.404,3240.86,52956.805
64274.749,80076.907,-16877.143,91022.663
87890.986,41273.965,9984.242,84986.021
94000.509,51003.748,28732.869,96538.009
34392.075,44493.36,-47957.552,86209.312
41216.401,39754.563,50555.684,76825.864
39052.945,121163.501,3421.708,86588.579
11086.692,56430.775,-8172.312,78414.345
23811.602,20092.916,-8192.819,60264.554
62875.102,77027.807,10297.498,59399.265
28872.474,20582.727,-32819.898,89462.673
27955.742,23515.76,-25572.734,78365.763
-40085.64,50920.143,-1284.352,84200.737
74367.949,33009.391,15216.901,81383.782
27830.259,52292.846,-45684.282,69574.978
80396.43,55338.195,36946.462,86813.032
21400.66,52492.327,-32924.177,52782.119
25011.267,95067.606,29924.563,56252.645
71602.867,22834.241,12951.611,86528.836
54867.932,49514.841,-1961.191,55668.076
38004.219,83740.612,46329.147,74323.836
57250.213,50558.028,32601.587,64102.091
26545.08,51950.432,2698.397,51708.613
-35395.165,56770.96,4217.016,68158.282
-12375.334,19041.787,14636.248,78175.955
64115.285,35108.646,-20189.08,97548.843
-37676.921,60938.103,-6659.635,80466.454
62235.882,15121.79,6057.179,89410.083
71967.737,52275.559,-2199.462,70244.859
101381.654,54985.702,-2234.408,96983.522
-27966.105,40378.636,-2593.828,83932.482
51896.362,16988.866,27043.954,86759.808
45256.413,67874.552,48404.082,67784.446
-8465.547,50966.087,24575.92,52281.684
-37026.979,39877.655,499.354,90401.15
40366.99,25902.835,-8294.646,71111.865
43948.059,56702.69,-15578.411,51176.818
20455.718,33811.047,-37434.278,76918.685
24579.124,17411.45,27858.896,59835.352
24314.633,38446.812,67578.344,78254.907
43133.224,-65035.318,-53495.155,96524.818
88433.531,41681.691,-3574.796,98680.001
33263.525,51997.752,75237.957,81312.351
62528.357,35116.914,10646.438,65118.045
96740.201,39403.34,15703.315,97848.51
50502.79,35892.888,-15603.285,78566.215
19510.473,54980.685,4701.324,61412.056
58437.277,76064.595,30259.085,71010.288
-2356.266,113894.059,1137.175,90304.896
81916.889,45049.97,13469.089,75144.372
77177.878,37268.326,-2568.943,90831.637
58666.505,43396.198,-6972.592,70595.979
34770.096,3068.699,-17731.918,97786.425
31553.985,56246.643,6938.772,95265.508
-18170.882,50679.821,7468.904,53773.15
-14141.919,38103.169,35183.322,81428.242
66517.228,56565.15,48917.419,83677.815
60784.368,82238.486,1700.043,71116.666
19192.331,31925.316,-38076.125,80709.53
61376.434,47036.073,380.616,62312.983
81888.666,50735.114,35017.687,90979.561
61341.371,31060.094,-6681.749,85316.616
62937.256,41854.162,41383.068,87274.558
32914.655,21055.124,-32816.357,93029.04
50995.058,30451.514,4652.666,64243.94
44385.117,87527.373,-2675.587,64381.919
-27568.507,73285.07,1841.065,74204.256
52795.056,58138.161,9428.893,91427.102
50778.358,42077.897,59281.369,92790.216
65281.022,47936.923,10774.319,54922.824
-14049.315,15966.544,9402.843,82431.085
70500.152,54472.092,36824.39,77660.91
